状态包ID,状态模板名称,buff伤害动画时间点,buff添加动画时间点,buff动画删除时间点,状态显示名称,是否显示状态图标,状态图标或持续特效,状态挂点,状态伤害特效,状态添加特效,状态消失特效,状态描述,状态类型,概率,生效条件,状态效果ID,数据,同状态ID叠加覆喂规则,状态包结束条件,生效次数,持续回合数M,buff添加特效挂点,buff伤害特效挂点,击中效果提示,
2173,乔巴3级治疗,2,2,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,if attacker.rageBeforeSkill>150 then data =1.25*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.8*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 elseif attacker.rageBeforeSkill>100 then data =((attacker.rageBeforeSkill-100)*0.005+1)*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.8*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 else data =attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.8*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 end,1,1,1,,,3,,
2174,乔巴守护,1,2,1,守护,1,beffect_12,1,,beffect_11,,守护：受到的所有伤害降低,Buff,10000,1,64,data=3000,1,2,,2|10000,3,,,
2175,5率1回封印治疗,2,2,3,封印治疗,1,beffect_41,2,,,,封印治疗,debuff,10000,1,65,,1,2,,1|10000,,,,
2620,白星守护,1,2,3,海洋之盾,1,beffect_46,1,,,,海洋之盾：海洋之盾可吸收一定的伤害，吸收效果和白星的三防有关,Buff,10000,1,64,data=(attacker.killDefendBase+attacker.magicDefendBase+attacker.physicalDefendBase)*0.05,1,2,,2|10000,,3,,
3176,女帝石化2级,2,2,1,眩艞,1,beffect_30,1,,,,"眩艞技能的笱思为在角色行动前硐动，
1级眩艞30%概率",debuff,10000,1,1,,1,2,,1|10000,,,,if defender.currRage<=25 then data = 1 else data= 0 end
3240,多斯概率回怒,2,2,,鼓舞,0,,2,meffect_13,meffect_37,,加75点怒气,Buff,2000,1,28,data =75,1,1,1,,1,3,meffect_37,
3297,洛克普攻降低当前血量,2,2,,,0,,1,meffect_46,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.currHp * 0.06,1,1,1,,,2,,
3298,洛克怒攻降低最大血量,2,2,,,0,,1,meffect_46,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.currHp * 0.04,1,1,1,,,2,,
3299,司木吉怒攻降低最大血量,2,2,,,0,,1,meffect_46,,,直接造成500点伤害,debuff,2000,1,9,data = -attacker.currHp * 2,1,1,1,,,2,,
3302,史莱姆5率2回2级剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data = -defender.currHp * 0.25,1,2,,2|10000,,1,,
3304,史莱姆5率2级魔防削弱,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,27,data=-1000,1,2,,2|10000,1,,,
3305,史莱姆狂暴3,2,3,1,狂暴,0,beffect_14,1,,beffect_13,,狂暴：增加魔法攻击,Buff,10000,1,21,data=2500,1,2,,5|10000,,,,
3402,莫奈冰冻子技能,2,2,1,冰冻,1,beffect_43,1,,,,冰冻：无法行动且无法增加怒气,debuff,2000,1,1,,1,2,,1|10000,,,,
3403,莫奈雪雪果实技能,2,2,1,冰冻,1,beffect_43,1,,,,冰冻：无法行动且无法增加怒气,debuff,10000,1,1,,1,2,,1|10000,,,,
3413,莫奈普攻降魔法防御,1,2,1,,0,beffect_25,,,beffect_24,,破甲：降低魔法防御,debuff,10000,1,26,data=-defender.magicDefendBase*0.2,1,2,,2|10000,,,,
3468,可雅普攻治疗,2,2,,治疗,0,,1,,,,我是加血的技能,Buff,10000,1,9,data = 2000,1,1,1,,,,,
3469,可雅普攻守护,1,2,3,爱心护盾,1,beffect_46,1,,,,爱心护盾：爱心护盾可吸收一定的伤害，吸收效果和可雅的三防有关,Buff,10000,1,64,data=(attacker.killDefendBase+attacker.magicDefendBase+attacker.physicalDefendBase)*0.05,1,2,,2|10000,,3,,
3470,修罗可雅怒攻回血,2,2,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,if defender.currHp/defender.maxHp<=0.3 or defender.poison==1 then if attacker.rageBeforeSkill>150 then data=1.25*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.6*(1.1)*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 elseif attacker.rageBeforeSkill>100 then data =((attacker.rageBeforeSkill-100)*0.005+1)*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.6*(1.1)*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 else data=attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.6*(1.1)*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 end else if attacker.rageBeforeSkill>150 then data=1.25*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.6*(1.0)*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 elseif attacker.rageBeforeSkill>100 then data =((attacker.rageBeforeSkill-100)*0.005+1)*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.6*(1.0)*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 else data=attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.6*(1.0)*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 end end,1,1,1,,,3,,
3471,可雅怒攻免疫伤害1回合,2,2,1,免疫伤害,0,beffect_22,2,,,,免疫伤害,debuff,10000,1,64,data=2500,1,2,,1|10000,,,,if defender.currRage<=25 then data = 1 else data= 0 end
3632,女角斗士穑说员普攻3率1回封印治疗,2,2,3,封印治疗,1,beffect_41,2,,,,封印治疗,debuff,6000,1,65,,1,2,,2|10000,,,,
3669,斯巴达恩2回合毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒：每回合掉血,debuff,10000,7,56,data = -defender.currHp * 0.2,1,2,,2|10000,,,,
3670,斯巴达恩毒附加伤害,2,2,,,0,,1,meffect_46,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.currAgile*25/100,1,1,1,,,2,,if defender.burning == 1 then data = 1 else data = 0 end
4001,物理腐蚀,1,2,1,物理腐蚀,1,beffect_27,1,,beffect_26,,物理攻击减为0,Buff,10000,1,15,data=-defender.physicalAttackRatio,1,2,,3|3000,1
4002,必杀腐蚀,1,2,1,必杀腐蚀,0,,,,,,必杀攻击减为0,Buff,10000,1,18,data=-defender.killAttackRatio,1,2,,3|3000,1
4003,魔法腐蚀,1,2,1,魔法腐蚀,0,,,,,,魔法攻击减为0,Buff,10000,1,21,data=-defender.magicAttackRatio,1,2,,3|3000,1
4004,路西狂暴1,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击百分比加成,Buff,10000,1,15,data=7000,1,2,,2|10000,3
4005,路西狂暴2,1,3,,,0,,1,,,,必杀攻击百分比加成,Buff,10000,1,18,data=7000,1,2,,2|10000,
4006,路飞减物防,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,5000,1,22,data=-defender.physicalDefendBase*0.2,1,2,,4|5000,1,,
4007,路飞减必防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,5000,1,24,data=-defender.killDefendBase*0.2,1,2,,4|5000,,,
4008,路飞减魔防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,5000,1,26,data=-defender.magicDefendBase*0.2,1,2,,4|5000,,,
4009,路飞怒攻降低当前血量,2,2,,,0,,1,meffect_46,,,直接造成500点伤害,debuff,10000,1,9,data = -defender.currHp * 0.025,1,1,1,,,2,
4010,路飞狂暴,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击百分比加成,Buff,10000,1,18,data=30000,1,2,,4|10000,3,,
4011,路飞5率鼓舞50气,3,3,,鼓舞,0,,2,meffect_13,meffect_37,,加50点怒气,Buff,10000,1,28,data =50,1,1,1,,1,3,meffect_37
4012,路飞物理腐蚀,1,2,1,物理腐蚀,1,beffect_27,1,,beffect_26,,物理攻击减为0,Buff,3000,1,15,data=-defender.physicalAttackRatio*0.2,1,2,,4|3000,1,,
4013,路飞必杀腐蚀,1,2,1,必杀腐蚀,0,,,,,,必杀攻击减为0,Buff,3000,1,18,data=-defender.killAttackRatio*0.2,1,2,,4|3000,1,,
4014,路飞魔法腐蚀,1,2,1,魔法腐蚀,0,,,,,,魔法攻击减为0,Buff,3000,1,21,data=-defender.magicAttackRatio*0.2,1,2,,4|3000,1,,
4015,路飞普攻降低当前血量,2,2,,,0,,1,meffect_46,,,直接造成500点伤害,debuff,10000,1,9,data = -defender.currHp * 0.01,1,1,1,,,2,
4016,鹰眼必杀腐蚀,1,2,1,必杀腐蚀,1,beffect_25,1,,beffect_24,,必杀攻击减为0,Buff,10000,1,24,data=-defender.killDefendBase,1,2,,10|10000,1,,
4017,1率2回3级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.1*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1
4018,乔巴奇蹟之盾1,1,2,1,破甲,1,beffect_46,1,,,,魔法防御百分比削弱,debuff,10000,1,22,data=defender.physicalDefendBase*0.1,1,2,,2|10000,1,,
4019,乔巴奇蹟之盾2,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,24,data=defender.killDefendBase*0.1,1,2,,2|10000,,,
4020,乔巴奇蹟之盾3,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,26,data=defender.magicDefendBase*0.1,1,2,,2|10000,,,
4021,路飞怒攻降低当前血量,2,2,,,0,,1,meffect_46,,,直接造成500点伤害,debuff,10000,1,9,data = -defender.currHp * 0.04,1,1,1,,,2
4022,路飞狂暴,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击百分比加成,Buff,10000,1,15,data=attacker.killAttackRatio*0.8,1,2,,2|10000,3,
4023,雷利普攻降低当前血量,2,2,,,0,,1,meffect_46,,,直接造成500点伤害,debuff,10000,1,9,data = -defender.currHp*0.3,1,1,1,,,2
4024,雷利怒攻降低当前血量,2,2,,,0,,1,meffect_46,,,直接造成500点伤害,debuff,10000,1,9,data = -(attacker.physicalAttackRatio+attacker.killAttackRatio+attacker.magicAttackRatio)*0.01,1,1,1,,,2
4025,萨博灼褗附加伤害,2,2,,,0,,1,meffect_46,,,直接造成500点伤害,debuff,10000,1,9,data = -defender.currHp * 0.01,1,1,1,,,2,,if defender.burning == 1 then data = 1 else data = 0 end
4026,萨博怒攻灼褗附加伤害,2,2,,,0,,1,meffect_46,,,直接造成500点伤害,debuff,10000,1,9,data = -defender.currHp * 0.03,1,1,1,,,2,,if defender.burning == 1 then data = 1 else data = 0 end
4027,女帝石化3级,2,2,1,眩艞,1,beffect_30,1,,,,"眩艞技能的笱思为在角色行动前硐动，
1级眩艞30%概率",debuff,10000,1,1,,1,2,,1|10000,,,,if defender.currRage>=50 then data = 1 else data= 0 end
4028,女帝魔法提高,1,3,1,狂暴,0,beffect_14,1,,beffect_13,,必杀攻击百分比加成,Buff,10000,1,21,data=-attacker.magicAttackRatio*0.3,1,2,,2|10000,1,,,
4029,物防腐蚀,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,22,data=-defender.physicalDefendBase,1,2,,1|10000,1,,,
4030,必防腐蚀,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,24,data=-defender.killDefendBase,1,2,,1|10000,,,,
4031,魔防腐蚀,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,26,data=-defender.magicDefendBase,1,2,,1|10000,,,,
4032,修罗索隆怒攻降低最大血量,2,2,,,0,,1,meffect_203,,,直接造成500点伤害,debuff,10000,1,9,data = -defender.currHp * 0.3,1,1,1,,,2,,
4033,修罗白胡子普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*9,1,1,1,,,2
4034,修罗白胡子普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.magicAttackBase*9,1,1,1,,,2
4035,修罗白胡子普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.physicalAttackBase*9,1,1,1,,,2
4036,修罗白胡子怒攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -defender.currHp * 0.2,1,1,1,,,2
4037,修罗白胡子2率1回出血,3,2,1,剧毒,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,51,data = -(attacker.physicalAttackRatio+attacker.killAttackRatio+attacker.magicAttackRatio)*20,1,2,,1|10000,,
4038,修罗甚平普攻降低当前血量,2,2,,,0,,1,meffect_205,,,直接造成500点伤害,debuff,10000,1,9,data = -(attacker.physicalAttackBase+attacker.physicalAttackRatio)*0.5,1,1,1,,,2
4039,修罗红发怒攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*10,1,1,1,,,2
4040,修罗红发怒攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*20,1,1,1,,,2
4041,固定伤害300,2,2,,,0,,1,meffect_24,,,直接造成300点伤害,debuff,10000,1,9,data = -300,1,1,1,,,2,,
4042,物理防御百分比加成10000,1,1,,,0,,,,,,物理防御百分比加成,被动,10000,1,23,data=10000,4,3,,,,,,
4043,5率2回格挡,2,2,1,反扑,1,beffect_8,1,,beffect_7,,1级加格挡,Buff,999999,1,31,data = 999999,1,2,,2|999999,1,,,
4044,10级治疗,2,2,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,if attacker.rageBeforeSkill>150 then data =1.25*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.0*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 elseif attacker.rageBeforeSkill>100 then data =((attacker.rageBeforeSkill-100)*0.005+1)*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.0*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 else data =attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.8*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 end,1,1,1,,,3,,
4045,1率怒杀100气,2,2,1,,0,,1,beffect_21,meffect_38,,20%减少对方100怒气,debuff,2000,1,28,data=-100,1,1,1,,1,3,meffect_38,
4046,5率2回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.23*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
4047,4率2回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,8000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
4048,2率1回混乱,2,2,1,混乱,1,beffect_16,2,beffect_15,,,换乱後随机攻击全体一个諃雄,debuff,4500,1,49,,1,2,,1|10000,,3,,
4049,莫奈冰冻子技能,2,2,1,冰冻,1,beffect_43,1,,,,冰冻：无法行动且无法增加怒气,debuff,3700,1,1,,1,2,,1|10000,,,,
4050,1300物理攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击降低20%,Buff,10000,1,13,data=1300,4,2,,10|10000,1,,,
4051,1300必杀攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击降低20%,Buff,10000,1,16,data=1300,4,2,,10|10000,1,,,
4052,1300魔法攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击降低20%,Buff,10000,1,19,data=1300,4,2,,10|10000,1,,,
4053,测试_保护罩_次数,1,2,2,,1,beffect_10,1,meffect_12,,,生效2次的保护罩，每次吸收1000点伤害（1000点伤害可以分多次吸收，不满1000保护罩都不破）,Buff,10000,1,69,data=attacker.killAttackRatio*2.8,1,2,,2|10000,3,
4054,莫奈冰冻子技能,2,2,1,冰冻,1,beffect_43,1,,,,冰冻：无法行动且无法增加怒气,debuff,4500,1,1,,1,2,,1|10000,,,,
10000,可雅普攻守护,1,2,3,爱心护盾,1,beffect_46,1,,,,爱心护盾：爱心护盾可吸收一定的伤害，吸收效果和可雅的三防有关,Buff,10000,1,64,data=(attacker.killDefendBase+attacker.magicDefendBase+attacker.physicalDefendBase)*3.99,1,2,,2|10000,,3,,
10001,恐惧技能,2,2,1,恐惧,1,beffect_43,1,,,,恐惧：无法行动且无法增加怒气,debuff,4500,1,1,,1,2,,1|10000,,,,
10002,恐惧技能,2,2,1,恐惧,1,beffect_43,1,,,,恐惧：无法行动且无法增加怒气,debuff,10000,1,1,,1,2,,1|10000,,,,
10003,5率鼓舞9999999气,2,2,,鼓舞,0,,2,meffect_13,meffect_37,,加100点怒气,Buff,10000,1,28,data =9999999,1,1,1,,1,3,meffect_37,
10004,1率怒杀99999999气,2,2,1,,0,,1,beffect_21,meffect_38,,30%减少对方99999999怒气,debuff,5000,1,28,data=-99999999,1,1,1,,1,3,meffect_38,
10005,百分比回血10分,3,3,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,data = defender.maxHp * 0.1,1,1,1,,,3,
10006,百分比回血20分,3,3,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,data = defender.maxHp * 0.2,1,1,1,,,3,
10007,修罗白胡子普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.mgcAttackBase*9,1,1,1,,,2
10008,5率3回2级必杀出血,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
10009,5率3回2级魔法出血,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
10010,莫奈冰冻子技能,2,2,1,冰冻,1,beffect_43,1,,,,冰冻：无法行动且无法增加怒气,debuff,1000,1,1,,1,2,,1|10000,,,,
10011,1率1回魅惑,2,2,1,魅惑,1,beffect_20,2,beffect_19,,,魅惑後会攻击己方諃雄,debuff,1000,1,50,,1,2,,1|10000,,3,,
10012,1率1回混乱,2,2,1,混乱,1,beffect_16,2,beffect_15,,,换乱後随机攻击全体一个諃雄,debuff,1000,1,49,,1,2,,1|10000,,3,,
10013,1率1回控制,2,2,1,控制,1,beffect_20,2,beffect_19,,,魅惑後会攻击己方諃雄,debuff,2000,1,50,,1,2,,1|10000,,3,,
10014,1率2回吓破胆,2,2,1,吓破胆,1,beffect_22,2,,,,,debuff,5000,1,7,,1,2,,2|10000,,,,
10015,修罗白胡子普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*5,1,1,1,,,2
10016,修罗白胡子普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*5,1,1,1,,,2
10017,神艾尼路普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*5,1,1,1,,,2
10018,[BOSS]天使·妮可罗宾普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*300,1,1,1,,,2
10019,[BOSS]天使·妮可罗宾普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*300,1,1,1,,,2
10020,5率3回2级必杀出血,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*7*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
10021,5率3回2级必杀出血,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
10022,多弗朗明哥普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*15,1,1,1,,,2
10023,妮可罗宾2档3级治疗,2,2,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,if attacker.rageBeforeSkill>150 then data =1.25*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*8*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 elseif attacker.rageBeforeSkill>100 then data =((attacker.rageBeforeSkill-100)*0.005+1)*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*5*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 else data =attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*5*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 end,1,1,1,,,3,,
10024,狂暴莫利亚2档3级治疗,2,2,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,if attacker.rageBeforeSkill>150 then data =1.25*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.3*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 elseif attacker.rageBeforeSkill>100 then data =((attacker.rageBeforeSkill-100)*0.005+1)*attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.3*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 else data =attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*1.3*attacker.magicAttackRatio*attacker.currIntelligence*(1+(attacker.modifyCureRatio+defender.modifyBeCuredRatio)/10000)/100000000 end,1,1,1,,,3,,
10025,神艾尼路普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*30,1,1,1,,,2
10026,索隆底力反翨,2,2,,,0,,,,,,反翨100%的原始伤害,Buff,10000,3,72,data = 10027,1,2,,1|10000,,,,
10027,索隆底力反翨_子状态,3,3,3,,0,,,meffect_17,,,反翨25%的初始计算伤害,Buff,10000,14,9,data=-attacker.currCalculatedDamage*10,1,1,1,,,2,,if attacker.currCalculatedDamage ==0 then data = 0 else data= 1 end
10028,神艾尼路普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*30,1,1,1,,,2
10029,赤犬普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*20,1,1,1,,,2
10030,妮可罗普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*15,1,1,1,,,2
10031,5率3回2级必杀出血,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
10032,降低物防,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,22,data=-defender.physicalDefendBase*2,1,2,,2|10000,1,,,
10033,[BOSS]神艾尼路普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*250,1,1,1,,,2
10034,[BOSS]神艾尼路普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.magicAttackBase*250,1,1,1,,,2
10035,雷属性攻击百分比加成5000,1,1,,,0,,,,,,雷属性攻击百分比加成,被动,10000,1,37,data=5000,4,3,,,,,,
10036,百分比回血30分,3,3,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,data = defender.maxHp * 0.30,1,1,1,,,3,,
10037,1率2回婄壁,2,2,1,婄壁,1,beffect_10,1,beffect_9,beffect_9,,我是婄壁的技能，持续2回合,Buff,3000,1,6,,1,2,,2|10000,3,3,,
10038,[BOSS]天使·路奇普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*4000,1,1,1,,,2
10039,修罗娜美普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.magicAttackBase*10,1,1,1,,,2
10040,修罗路奇普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*30,1,1,1,,,2
10041,修罗卡库普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.killAttackBase*3000,1,1,1,,,2
10042,修罗卡莉法普攻降低最大血量,2,2,,,0,,1,meffect_204,,,直接造成500点伤害,debuff,10000,1,9,data = -attacker.magicAttackBase*7000,1,1,1,,,2
10043,百分比回血50分,3,3,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,data = defender.maxHp * 0.50,1,1,1,,,3,,
