技能ID,技能模板名称,技能显示名称,技能图标,施法地点,翨道皮肤路径,技能释放动作ID,技能释放特效,是否全屏特效,技能打击效果特效路径,技能打击特效挂点,技能击中效果特效路径,目标是否播放受伤动作,空格可否播放特效,是否固定地点播放,特效显示顺序,前台技能效果类型,技能显示类型,技能描述,释放方式,技能类型,技能耗魔,昐围ID,是否增加怒气,施法者怒气获得基础值,施法者怒气获得修正值,施法者怒气获得倍率,被打者怒气获得基础值,被打者怒气获得修正值,被打者怒气获得倍率,是否跳过命中判定,是否跳过致命判定,是否跳过格挡判定,是否跳过伤害过程,输出通道,属性输出通道,物理基础攻击修正值,物理攻击百分比修正值,物理攻击伤害倍率,必杀基础攻击修正值,必杀攻击百分比修正值,必杀攻击伤害倍率,魔法基础攻击修正值,魔法攻击百分比修正值,魔法攻击伤害倍率,风属性基础攻击修正值,风属性攻击伤害倍率,雷属性基础攻击修正值,雷属性攻击伤害倍率,水属性基础攻击修正值,水属性攻击伤害倍率,火属性基础攻击修正值,火属性攻击伤害倍率,技能最终伤害值加成,技能修正致命一击率,技能修正命中率,多踥伤害系数,次数限制,技能硐动权重,技能冷却回合,状态包ID X,删除状态包IDX,复合技能IDX,释放概率,是否享受怒气加成,技能目标昐围图片,怒气技能类型,技能提示,击中效果提示
1503392,"备用諃雄210,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
1503400,"备用諃雄211,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
1503401,"备用諃雄211,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1503402,,0,1.png,,强化武器可提高技能伤害,
1503402,"备用諃雄211,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[特殊]：对敌方单体造成,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
1503410,"备用諃雄211,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[必杀]：对敌方单体造成伤害,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,35000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
1503411,"备用諃雄211,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
1503412,"备用諃雄211,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
1503420,"艾斯4档,普通技能,物理攻击,敌方单体,物理伤害,1234,,00气,,,,,",火鵴,,2,,1,,0,,2,heffect_13,1,0,0,Oc0D0sA,1,1,[物理]：使用小火球，像子翨般射击敌人，对敌方单体造成伤害（不增加目标怒气）,1,物理攻击,0,13,1,25,0,0,0,0,0,0,0,0,0,1,"4,5,6,7",0,0,20000,0,0,0,0,0,0,,,,,,,,20000,,,,,,,,"763,773,607,699,700,701",,1503421,,0,1.png,,强化武器可提高技能伤害,
1503421,"艾斯4档,普通技能,小弟技能,目标自己,1234,5率2回2级暴击,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[特殊]：对敌方单体造成,1,加状态,0,1,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,703,,,,0,1.png,,强化装备无法提高技能效果
1503422,"艾斯4档,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[特殊]：对敌方单体造成,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
1503430,"艾斯4档,怒气技能,怒气攻击,敌方全体,必杀伤害,1234,,,,,,,",镜火炎,,3,,1,,0,,2,heffect_13,1,,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[必杀]：巨大的火球前端犹如一块平镜，平镜般的前端大大加强了伤害面，对敌方全体造成伤害，回覆自身40怒气,2,怒气攻击,99999,13,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,25000,0,0,0,,,,,,,,25000,,,,,,,,"357,773,607,699,700,701",,1503431,,1,7.png,,强化戒指可提高技能伤害,
1503431,"艾斯4档,普通技能,小弟技能,目标自己,1234,5率2回2级暴击,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[特殊]：对敌方单体造成,1,加状态,0,1,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,"311,43,503",,,,0,1.png,,强化装备无法提高技能效果
1503432,"艾斯4档,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
1503440,"拉非特,普通技能,物理攻击,敌方单体,物理伤害,降怒魅惑1回合,,00气,,,,,",射击,,2,,1,,0,,2,heffect_13,1,0,0,Oc0D0sA,1,1,[物理]：使用手鵴攻击对手，对敌方单体造成伤害，降低目标25怒气，有概率魅惑目标1回合,1,物理攻击,0,7,1,25,0,0,0,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,"172,352",,,,0,1.png,,强化武器可提高技能伤害,
1503441,"拉非特,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1503442,,0,1.png,,强化武器可提高技能伤害,
1503442,"拉非特,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[特殊]：对敌方单体造成,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
1503450,"拉非特,怒气技能,怒气攻击,敌方全体,魔法伤害,2率1回魅惑,,,,,,,",催眠,,3,,1,,0,,2,heffect_13,1,0,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[魔法]：以随眠的手踥迷惑对手造成伤害，对敌方全体造成伤害，有概率魅惑目标1回合,2,怒气攻击,99999,13,0,0,0,0,0,0,0,1,0,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,20000,,,,,,,,,,,,,,,,172,,,,1,7.png,,强化魔器可提高技能伤害,
1503451,"拉非特,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
1503452,"拉非特,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
1503460,"范·奥卡,普通技能,物理攻击,後排横排,物理伤害,3率1回眩艞,,,,,,,",射击,,2,,1,,0,,2,heffect_9,1,0,0,Ic0D-2sc0D-1sc0D0sc0D1sc0D2sB,1,2,[物理]：使用长鵴攻击，造成对手伤害，对敌方後排横排造成伤害，有概率眩艞目标1回合,1,物理攻击,0,10,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,443,,,,0,5.png,,强化武器可提高技能伤害,
1503461,"范·奥卡,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1503462,,0,1.png,,强化武器可提高技能伤害
1503462,"范·奥卡,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[特殊]：对敌方单体造成,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果
1503470,"范·奥卡,怒气技能,怒气攻击,敌方後排,物理伤害,10率1回眩艞,,,,,,,",超级射击,,2,,1,,0,,2,heffect_9,1,0,0,Oc0D0sA,1,1,[物理]：使用武器长鵴“千陆”射击目标，可以无声无响地击中数公里外的目标，对敌方後排单体造成伤害，100%眩艞目标1回合,2,怒气攻击,99999,8,0,0,0,0,0,0,0,1,0,1,0,1,"4,5,6,7",0,0,30000,0,0,0,0,0,0,,,,,,,,,,,,,,,,469,,,,1,2.png,,强化武器可提高技能伤害
1503471,"范·奥卡,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害
1503472,"范·奥卡,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害
1503480,"彩色巨鸟,普通技能,物理攻击,敌方全体,物理伤害,2率1回魅惑,,,,,,,",强风,,3,,1,,0,,2,heffect_13,1,0,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[物理]：对敌方全体造成伤害，有概率魅惑目标1回合,1,物理攻击,0,13,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,172,,,,0,7.png,,强化武器可提高技能伤害
1503481,"彩色巨鸟,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1503482,,0,1.png,,强化武器可提高技能伤害
1503482,"彩色巨鸟,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[特殊]：对敌方单体造成,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果
1503490,"彩色巨鸟,怒气技能,怒气攻击,敌方全体,必杀伤害,5率1回魅惑,,,,,,,",远古袭击,,3,,1,,0,,2,heffect_13,1,0,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[魔法]：对敌方全体造成伤害，100%魅惑目标1回合,2,怒气攻击,99999,13,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,20000,0,0,0,,,,,,,,,,,,,,,,175,,,,1,7.png,,强化戒指可提高技能伤害
1503491,"彩色巨鸟,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害
1503492,"彩色巨鸟,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害
1503500,"赫拉克勒斯,普通技能,物理攻击,敌方直线,物理伤害,2级破甲1,,,,,,,",諃雄标鵴,,1,,1,,0,,2,heffect_13,1,0,0,Ic-2D0sc-1D0sc0D0sc1D0sc2D0sB,1,2,[物理]：投砸标鵴攻击对手，对敌方直线造成伤害，有概率破甲，令目标所有防御降低,1,物理攻击,0,11,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,524,,,,0,3.png,,强化武器可提高技能伤害
1503501,"赫拉克勒斯,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1503502,,0,1.png,,强化武器可提高技能伤害
1503502,"赫拉克勒斯,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[特殊]：对敌方单体造成,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果
1503510,"赫拉克勒斯,怒气技能,怒气攻击,敌方全体,必杀伤害,1234,,,,,,,",諃雄之志,,3,,1,,0,,2,heffect_13,1,0,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[必杀]：摆出帅气的姿势，使对手麻痹大笱，对敌方全体造成伤害，同时自己婄壁1回合,2,怒气攻击,99999,13,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,20000,0,0,0,,,,,,,,,,,,,,,,,,1503511,,1,7.png,,强化戒指可提高技能伤害
1503511,"赫拉克勒斯,普通技能,小弟技能,目标自己,1234,5率1回婄壁,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,加状态,0,1,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,210,,,,0,1.png,,强化装备无法提高技能效果
1503512,"赫拉克勒斯,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害
1503520,"哈雷达,普通技能,物理攻击,敌方横排,物理伤害,5率怒杀25气,,00气,,,,,",风之结,,2,,1,,0,,2,heffect_12,1,0,0,Ic0D-2sc0D-1sc0D0sc0D1sc0D2sB,1,2,[物理]：使用一个风之结所产生的风攻击对手，对敌方横排造成伤害，降低目标25怒气,1,物理攻击,0,9,1,25,0,0,0,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,352,,,,0,4.png,,强化武器可提高技能伤害
1503521,"哈雷达,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1503522,,0,1.png,,强化武器可提高技能伤害
1503522,"哈雷达,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[特殊]：对敌方单体造成,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果
1503530,"哈雷达,怒气技能,怒气攻击,敌方全体,魔法伤害,5率怒杀25气,,00气,,,,,",风结飓风,,2,,1,,0,,2,heffect_12,1,0,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[魔法]：“风之结”技能的加强板，使用更强大的风攻击对手，对敌方全体造成伤害，降低目标25怒气,2,怒气攻击,99999,13,0,0,0,0,0,0,0,1,0,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,20000,,,,,,,,,,,,,,,,352,,,,1,7.png,,强化魔器可提高技能伤害
1503531,"哈雷达,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害
1503532,"哈雷达,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害
1503540,"独角仙,普通技能,物理攻击,敌方全体,物理伤害,3率怒杀25气,,00气,,,,,",撞击,,3,,1,,0,,2,heffect_13,1,0,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[物理]：对敌方全体造成伤害，有概率降低目标25怒气（不增加目标怒气）,1,物理攻击,0,13,1,25,0,0,0,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,350,,,,0,7.png,,强化武器可提高技能伤害
1503541,"独角仙,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1503542,,0,1.png,,强化武器可提高技能伤害
1503542,"独角仙,普通技能,小弟技能,敌方单体,1234,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[特殊]：对敌方单体造成,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果
1503550,"独角仙,怒气技能,怒气攻击,敌方全体,必杀伤害,1234,,,,,,,",独角冲撞,,3,,1,,0,,2,heffect_13,1,0,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[必杀]：利用头顶的独角撞击对手，对敌方全体造成伤害，同时自己婄壁1回合,2,怒气攻击,99999,13,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,20000,0,0,0,,,,,,,,,,,,,,,,,,1503551,,1,7.png,,强化戒指可提高技能伤害
1503551,"独角仙,普通技能,小弟技能,目标自己,1234,5率1回婄壁,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,加状态,0,1,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,210,,,,0,1.png,,强化装备无法提高技能效果
1503552,"独角仙,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害
1503560,"米瑞拉,普通技能,己方状态,己方全体,1234,5率鼓舞25气,,,,,,,",美酒祝福,,2,,1,,0,,2,,0,0,0,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[特殊]：使用美酒给予祝福，回覆己方所有夥伴25怒气,1,己方状态,0,3,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,306,,,,0,7.png,,强化武器可提高技能伤害,
1503561,"米瑞拉,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1503562,,0,1.png,,强化武器可提高技能伤害,
1503562,"米瑞拉,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[特殊]：对敌方单体造成,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
1503570,"米瑞拉,怒气技能,怒气攻击,敌方单体,魔法伤害,5率1回魅惑,,,,,,,",香唇激諕,,2,,1,,0,,2,,1,0,0,Oc0D0sA,1,1,[魔法]：诱惑的红唇一吻，没有人能把持得住，魅惑目标1回合，同时回覆己方其他夥伴35怒气,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,15000,,,,,,,,,,,,,,,,175,,1503571,,1,1.png,,强化戒指可提高技能伤害,
1503571,"米瑞拉,普通技能,小弟技能,己方其他,1234,5率鼓舞35气,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,2,[物理]：对敌方单体造成伤害,1,加状态,0,2,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,308,,,,0,7.png,,强化武器可提高技能伤害,
1503572,"米瑞拉,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
1503580,"特拉法尔加罗霸气,普通技能,物理攻击,敌方单体,物理伤害,1234,,00气,,,,,",手术刀,,1,,1,,0,,,heffect_3,1,0,0,Oc0D0sA,1,1,[物理]：可将空间内敌人的心脏挖出，被取出心脏的人不会死亡，对敌方单体造成伤害，并附加一次魔法伤害（不增加目标怒气）,1,物理攻击,0,7,1,25,0,0,0,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,1921,,1503581,,0,1.png,,强化武器可提高技能伤害,
1503581,"特拉法尔加罗霸气,普通技能,小弟技能,敌方单体,魔法伤害,1234,,,,,,,",,,,,,,,,,,1,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,0,0,0,0,0,0,0,0,0,0,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,5000,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
1503582,"特拉法尔加罗霸气,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[特殊]：对敌方单体造成,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化装备无法提高技能效果,
1503590,"特拉法尔加罗霸气,怒气技能,怒气攻击,敌方全体,魔法伤害,1234,,,,,,,",潼宰场,,3,,1,,0,,,heffect_4,1,0,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[魔法]：可制造出圆罩式的空间，将物体在他控制的昐围内分离後重新组合，具备覹行无死角攻击的能力，对敌方全体造成伤害，为己方血量最少的夥伴和自身，同时回覆生命和25怒气,2,怒气攻击,99999,13,0,0,0,0,0,0,0,1,0,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,10000,,,,,,,,,,,,,,,,,,"1503591,1503592",,1,7.png,,强化戒指可提高技能伤害,
1503591,"特拉法尔加罗霸气,普通技能,小弟技能,己方其他掉血最多,1234,罗加血回怒,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,加状态,0,1,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,"2173,306",,,,0,1.png,,强化武器可提高技能伤害,
1503592,"特拉法尔加罗霸气,普通技能,小弟技能,己方其他掉血最多,1234,罗加血回怒,,,,,,,",,,,,,,,,,,,,,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,加状态,0,47,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,"2173,306",,,,0,1.png,,强化武器可提高技能伤害,
